class,enrolled,state,country,ethnicity,sex,act,reading,math,writing
2011,1,NY,United States,White,M,,600,680,650
2011,1,NY,United States,White,M,,,,
2011,1,NY,United States,White,M,,700,800,650
2011,1,NY,United States,White,M,,640,670,540
2011,1,NY,United States,White,M,,650,680,690
2011,1,NY,United States,White,F,,,,
2011,1,NY,United States,White,F,,740,740,720
2011,1,NY,United States,White,F,,,,
2011,1,NY,United States,White,F,,800,690,720
2011,1,NY,United States,White,M,,700,780,760
2013,1,NY,United States,White,F,,780,690,730
2013,1,NY,United States,White,F,31,800,750,740
2013,1,NY,United States,White,M,,750,710,780
2013,1,NY,United States,White,F,33,800,640,800
2013,1,NY,United States,White,M,,710,750,800
2013,1,NY,United States,White,F,,800,600,730
2013,1,NY,United States,White,M,,800,710,750
2013,1,NY,United States,White,F,31,750,660,690
2013,1,NY,United States,White,F,,710,780,770
2013,1,NY,United States,White,M,,720,780,800
2013,1,NY,United States,White,M,31,630,750,670
2013,1,NY,United States,White,F,,730,800,730
2013,1,NY,United States,White,M,,780,800,740
2013,1,NY,United States,White,M,,800,710,770
2014,1,NY,United States,White,F,34,670,800,780
2014,1,NY,United States,White,F,,750,790,780
2014,1,NY,United States,White,F,34,,,
2014,1,NY,United States,White,M,,800,720,760
2014,1,NY,United States,White,M,36,,,
2014,1,NY,United States,White,F,,800,660,660
2014,1,NY,United States,White,M,33,800,670,800
2014,1,NY,United States,White,M,,770,710,750
2014,1,NY,United States,White,F,,740,780,800
2014,1,NY,United States,White,M,35,730,760,690
2014,1,NY,United States,White,M,33,800,610,780
2014,1,NY,United States,White,F,,790,760,750
2014,1,NY,United States,White,F,,800,710,800
2014,1,NY,United States,White,M,33,800,710,750
2014,1,NY,United States,White,M,,800,730,750
2014,1,NY,United States,White,M,34,640,710,650
2014,1,NY,United States,White,F,,800,660,800
2015,1,NY,United States,White,M,33,640,800,800
2015,1,NY,United States,White,F,32,770,760,750
2015,1,NY,United States,White,M,,800,740,740
2015,1,NY,United States,White,M,,750,760,800
2015,1,NY,United States,White,M,,720,680,710
2015,1,NY,United States,White,M,,730,710,800
2015,1,NY,United States,White,F,33,710,750,740
2015,1,NY,United States,White,F,,780,680,800
2015,1,NY,United States,White,F,,800,710,790
2015,1,NY,United States,White,F,,770,650,770
2015,1,NY,United States,White,F,,720,680,770
2015,1,NY,United States,White,F,,710,700,780
2015,1,NY,United States,White,M,,800,770,800
2015,1,NY,United States,White,F,,750,640,800
2016,1,NY,United States,White,F,,750,710,680
2016,1,NY,United States,White,M,,680,770,780
2016,1,NY,United States,White,M,,730,790,800
2016,1,NY,United States,White,M,35,750,720,780
2016,1,NY,United States,White,F,,800,780,800
2016,1,NY,United States,White,F,,800,790,750
2016,1,NY,United States,White,M,,760,790,750
2016,1,NY,United States,White,F,34,800,780,770
2016,1,NY,United States,White,F,34,,,
2016,1,NY,United States,White,M,,740,800,740
2016,1,NY,United States,White,F,,780,740,800
2016,1,NY,United States,White,M,34,,,
2016,1,NY,United States,White,F,,730,760,800
2016,1,NY,United States,White,M,,800,800,730
2016,1,NY,United States,White,F,34,800,680,740
2016,1,NY,United States,White,M,,790,800,740
2016,1,NY,United States,White,M,,800,740,690
2017,1,NY,United States,White,M,,770,800,720
2017,1,NY,United States,White,M,,760,770,800
2017,1,NY,United States,White,F,,800,800,770
2017,1,NY,United States,White,F,,750,700,760
2017,1,NY,United States,White,F,,760,750,760
2017,1,NY,United States,White,F,,740,720,720
2017,1,NY,United States,White,M,,800,750,780
2017,1,NY,United States,White,M,,800,760,800
2017,1,NY,United States,White,F,,760,790,740
2017,1,NY,United States,White,F,,800,750,800
2017,1,NY,United States,White,M,34,,,
2017,1,NY,United States,White,F,,760,720,770
2017,1,NY,United States,White,F,34,760,720,700
2017,1,NY,United States,White,M,,730,800,770
2017,1,NY,United States,White,M,,800,690,800
2017,1,NY,United States,White,M,,720,800,720
2017,1,NY,United States,White,F,34,,,
2017,1,NY,United States,White,F,35,,,
2019,1,NY,United States,White,M,36,,,
2019,1,NY,United States,White,M,,790,730,710
2019,1,NY,United States,White,M,34,,,
2019,1,NY,United States,White,F,,800,700,780
2019,1,NY,United States,White,F,,790,700,800
2019,1,NY,United States,White,M,33,,,
2019,1,NY,United States,White,M,,760,720,790
2019,1,NY,United States,White,M,,750,800,690
2019,1,NY,United States,White,F,,750,660,720
2020,1,NY,United States,White,M,28,660,570,560
2020,1,NY,United States,White,M,34,,,
2020,1,NY,United States,White,F,31,790,690,770
2020,1,NY,United States,White,M,,730,800,670
2020,1,NY,United States,White,F,,760,780,800
2020,1,NY,United States,White,F,33,,,
2020,1,NY,United States,White,F,,740,680,770
2020,1,NY,United States,White,F,,710,720,800
2011,0,NY,United States,White,F,,800,770,800
2011,0,NY,United States,White,M,,800,790,770
2011,0,NY,United States,White,M,,800,800,760
2011,0,NY,United States,White,F,,720,800,740
2011,0,NY,United States,White,M,,780,700,730
2011,0,NY,United States,White,M,,640,790,610
2011,0,NY,United States,White,F,,800,690,750
2011,0,NY,United States,White,F,,780,680,750
2011,0,NY,United States,White,M,33,730,760,800
2013,0,NY,United States,White,M,,800,800,780
2013,0,NY,United States,White,M,,730,800,800
2013,0,NY,United States,White,F,,720,680,600
2013,0,NY,United States,White,M,,750,770,750
2013,0,NY,United States,White,M,,730,790,800
2013,0,NY,United States,White,M,,730,750,800
2013,0,NY,United States,White,F,34,730,750,790
2013,0,NY,United States,White,M,,800,770,800
2013,0,NY,United States,White,M,,700,720,730
2014,0,NY,United States,White,M,,800,760,800
2014,0,NY,United States,White,M,,730,800,770
2014,0,NY,United States,White,M,,770,800,780
2014,0,NY,United States,White,M,,800,800,780
2014,0,NY,United States,White,M,,760,750,770
2014,0,NY,United States,White,F,,800,770,780
2014,0,NY,United States,White,M,,800,730,740
2014,0,NY,United States,White,F,,800,800,790
2014,0,NY,United States,White,M,,800,770,730
2014,0,NY,United States,White,F,34,730,750,730
2014,0,NY,United States,White,M,34,790,720,640
2014,0,NY,United States,White,F,34,730,800,800
2014,0,NY,United States,White,F,,800,770,800
2014,0,NY,United States,White,F,,780,650,740
2014,0,NY,United States,White,F,,800,750,770
2014,0,NY,United States,White,M,33,790,660,770
2015,0,NY,United States,White,M,,800,780,790
2015,0,NY,United States,White,F,,800,680,800
2015,0,NY,United States,White,F,,800,760,770
2015,0,NY,United States,White,F,,800,770,740
2015,0,NY,United States,White,M,,790,800,800
2015,0,NY,United States,White,M,,730,770,800
2015,0,NY,United States,White,M,,740,760,790
2015,0,NY,United States,White,M,,800,800,760
2015,0,NY,United States,White,M,,780,700,780
2015,0,NY,United States,White,M,35,800,690,790
2015,0,NY,United States,White,M,,780,740,800
2016,0,NY,United States,White,M,35,,,
2016,0,NY,United States,White,F,,760,760,790
2016,0,NY,United States,White,F,,800,800,800
2016,0,NY,United States,White,M,,800,720,750
2016,0,NY,United States,White,F,,700,760,800
2016,0,NY,United States,White,M,,780,740,800
2016,0,NY,United States,White,M,,750,800,750
2016,0,NY,United States,White,F,,710,660,800
2016,0,NY,United States,White,F,,800,720,800
2016,0,NY,United States,White,M,,780,800,800
2016,0,NY,United States,White,M,,760,800,800
2017,0,NY,United States,White,F,,800,760,800
2017,0,NY,United States,White,F,,760,770,800
2017,0,NY,United States,White,M,34,,,
2017,0,NY,United States,White,F,34,800,710,730
2017,0,NY,United States,White,F,35,780,740,750
2017,0,NY,United States,White,M,,800,740,800
2017,0,NY,United States,White,F,,740,760,800
2017,0,NY,United States,White,M,,800,800,780
2017,0,NY,United States,White,F,36,800,750,790
2017,0,NY,United States,White,F,,800,800,800
2017,0,NY,United States,White,F,,800,760,800
2017,0,NY,United States,White,M,,800,750,770
2017,0,NY,United States,White,F,,800,710,800
2019,0,NY,United States,White,F,,750,710,790
2019,0,NY,United States,White,F,,780,700,790
2019,0,NY,United States,White,M,,710,730,730
2019,0,NY,United States,White,M,34,,,
2019,0,NY,United States,White,F,33,790,710,680
2019,0,NY,United States,White,M,35,,,
2019,0,NY,United States,White,F,,800,720,750
2019,0,NY,United States,White,F,,720,770,760
2019,0,NY,United States,White,M,,760,800,780
2019,0,NY,United States,White,M,,800,770,790
2020,0,NY,United States,White,M,,800,780,750
2020,0,NY,United States,White,F,33,750,660,760
2020,0,NY,United States,White,M,,800,720,740
2020,0,NY,United States,White,F,,790,770,780
2020,0,NY,United States,White,F,34,,,
2020,0,NY,United States,White,F,,780,720,770
2020,0,NY,United States,White,F,34,750,650,690
2020,0,NY,United States,White,M,,710,780,780
2020,0,NY,United States,White,F,,800,760,750
2020,0,NY,United States,White,F,,740,800,750
2020,0,NY,United States,White,M,34,800,710,790
2011,1,OH,United States,White,M,,750,740,700
2013,1,OH,United States,White,F,34,800,720,730
2013,1,OH,United States,White,F,,700,740,800
2013,1,OH,United States,White,F,34,740,750,800
2014,1,OH,United States,White,F,,800,700,770
2015,1,OH,United States,White,F,33,750,760,790
2016,1,OH,United States,White,F,,750,700,800
2017,1,OH,United States,White,F,33,800,800,800
2019,1,OH,United States,White,M,35,690,770,760
2020,1,OH,United States,White,M,32,,,
2020,1,OH,United States,White,F,,720,770,700
2011,0,OH,United States,White,F,,800,670,800
2011,0,OH,United States,White,F,,710,760,670
2013,0,OH,United States,White,M,,800,790,720
2014,0,OH,United States,White,F,,800,710,800
2014,0,OH,United States,White,F,,800,760,760
2014,0,OH,United States,White,F,,710,730,770
2015,0,OH,United States,White,F,34,760,760,800
2015,0,OH,United States,White,M,34,700,800,760
2015,0,OH,United States,White,F,32,800,690,800
2016,0,OH,United States,White,M,34,750,700,730
2017,0,OH,United States,White,F,36,770,750,800
2019,0,OH,United States,White,F,35,800,680,760
2011,1,OR,United States,White,M,,800,790,730
2011,1,OR,United States,White,F,,800,610,780
2016,1,OR,United States,White,F,,740,790,700
2017,1,OR,United States,White,F,,760,720,710
2017,1,OR,United States,White,F,,740,730,730
2019,1,OR,United States,White,F,35,,,
2011,1,PA,United States,White,M,,730,670,660
2011,1,PA,United States,White,M,,740,770,640
2011,1,PA,United States,White,M,,800,620,690
2013,1,PA,United States,White,F,,730,780,670
2013,1,PA,United States,White,M,,800,680,740
2013,1,PA,United States,White,M,28,580,610,620
2013,1,PA,United States,White,F,,760,640,710
2013,1,PA,United States,White,M,28,590,690,700
2014,1,PA,United States,White,M,,800,800,800
2014,1,PA,United States,White,F,33,,,
2014,1,PA,United States,White,F,,800,730,800
2015,1,PA,United States,White,M,36,,,
2015,1,PA,United States,White,M,,750,740,790
2016,1,PA,United States,White,M,,780,760,690
2016,1,PA,United States,White,M,,800,700,800
2016,1,PA,United States,White,M,,760,790,740
2016,1,PA,United States,White,M,,760,740,730
2016,1,PA,United States,White,M,,770,800,800
2016,1,PA,United States,White,F,,800,790,800
2017,1,PA,United States,White,F,36,780,800,740
2017,1,PA,United States,White,F,,800,770,790
2017,1,PA,United States,White,M,35,,,
2019,1,PA,United States,White,M,32,780,700,750
2019,1,PA,United States,White,F,,800,750,790
2019,1,PA,United States,White,M,,730,750,720
2019,1,PA,United States,White,F,,800,770,670
2020,1,PA,United States,White,F,,800,760,750
2020,1,PA,United States,White,F,,780,760,800
2020,1,PA,United States,White,M,,780,650,780
2011,0,PA,United States,White,M,,800,800,740
2011,0,PA,United States,White,F,,800,800,710
2011,0,PA,United States,White,M,,730,700,760
2011,0,PA,United States,White,F,,800,600,760
2013,0,PA,United States,White,M,,800,800,780
2014,0,PA,United States,White,M,,790,790,720
2014,0,PA,United States,White,M,32,700,750,670
2015,0,PA,United States,White,M,,790,800,800
2015,0,PA,United States,White,F,32,630,630,730
2015,0,PA,United States,White,M,,710,800,790
2015,0,PA,United States,White,F,,800,790,800
2017,0,PA,United States,White,F,,800,800,800
2017,0,PA,United States,White,M,33,760,720,800
2019,0,PA,United States,White,M,35,760,800,750
2019,0,PA,United States,White,M,35,,,
2019,0,PA,United States,White,F,,800,740,770
2020,0,PA,United States,White,F,,740,690,760
2020,0,PR,United States,White,F,,720,720,730
2013,1,RI,United States,White,M,,730,800,790
2016,1,RI,United States,White,F,,710,710,740
2016,1,RI,United States,White,F,,780,660,790
2017,1,RI,United States,White,F,,760,760,800
2017,1,RI,United States,White,M,35,760,800,730
2019,1,RI,United States,White,M,,800,770,800
2019,1,RI,United States,White,F,34,,,
2019,1,RI,United States,White,M,,780,800,800
2011,0,RI,United States,White,F,,800,680,760
2011,0,RI,United States,White,F,,800,620,740
2020,0,RI,United States,White,M,,800,770,800
2011,1,SC,United States,White,F,,800,760,800
2020,1,SC,United States,White,M,30,,,
2013,0,SC,United States,White,M,,800,770,700
2020,0,SC,United States,White,M,,800,610,720
2011,1,TN,United States,White,M,,650,700,580
2016,1,TN,United States,White,M,35,700,800,790
2017,1,TN,United States,White,M,35,740,770,690
2013,0,TN,United States,White,M,36,700,800,650
2015,0,TN,United States,White,F,,800,740,800
2019,1,Tok1o-To,Japan,White,F,35,790,760,750
2011,1,TX,United States,White,M,,700,710,640
2014,1,TX,United States,White,M,,690,800,710
2015,1,TX,United States,White,M,34,800,780,800
2015,1,TX,United States,White,M,35,750,800,770
2016,1,TX,United States,White,F,,800,690,800
2016,1,TX,United States,White,M,,770,770,800
2017,1,TX,United States,White,F,,800,770,800
2017,1,TX,United States,White,M,,800,800,700
2017,1,TX,United States,White,M,,800,800,760
2019,1,TX,United States,White,M,35,,,
2019,1,TX,United States,White,F,,740,770,670
2020,1,TX,United States,White,M,34,,,
2020,1,TX,United States,White,M,,720,800,730
2011,0,TX,United States,White,F,34,800,760,760
2013,0,TX,United States,White,F,,800,740,770
2014,0,TX,United States,White,F,31,730,570,680
2015,0,TX,United States,White,M,35,720,780,770
2016,0,TX,United States,White,F,34,800,750,760
2016,0,TX,United States,White,M,33,780,670,710
2016,0,TX,United States,White,M,36,800,800,800
2020,0,TX,United States,White,M,,760,800,720
2020,0,TX,United States,White,M,,760,800,780
2020,0,TX,United States,White,F,,770,800,680
2017,1,UT,United States,White,M,35,700,780,600
2019,0,UT,United States,White,M,35,760,790,730
2011,1,VA,United States,White,M,,650,700,720
2014,1,VA,United States,White,M,,760,790,730
2014,1,VA,United States,White,F,,740,790,780
2014,1,VA,United States,White,M,,800,760,800
2015,1,VA,United States,White,F,33,,,
2016,1,VA,United States,White,M,35,770,780,740
2016,1,VA,United States,White,F,34,800,740,690
2019,1,VA,United States,White,F,,790,800,740
2011,0,VA,United States,White,F,,770,680,730
2014,0,VA,United States,White,M,,800,760,800
2014,0,VA,United States,White,F,,800,730,800
2015,0,VA,United States,White,M,,800,800,710
2015,0,VA,United States,White,M,,800,710,780
2015,0,VA,United States,White,M,33,730,680,710
2015,0,VA,United States,White,M,34,700,800,710
2015,0,VA,United States,White,F,,800,770,800
2015,0,VA,United States,White,F,34,740,690,740
2016,0,VA,United States,White,F,,780,710,740
2017,0,VA,United States,White,F,,730,780,780
2017,0,VA,United States,White,M,,800,770,710
2017,0,VA,United States,White,F,,760,650,660
2017,0,VA,United States,White,F,,800,800,710
2019,0,VA,United States,White,F,32,750,690,720
2020,0,VA,United States,White,M,36,,,
2020,0,VA,United States,White,F,,800,800,800
2013,1,VT,United States,White,F,33,730,650,700
2013,1,VT,United States,White,M,34,750,710,720
2013,1,VT,United States,White,F,,750,640,750
2014,1,VT,United States,White,F,32,,,
2015,1,VT,United States,White,F,,700,580,710
2016,1,VT,United States,White,F,,750,740,760
2017,1,VT,United States,White,F,,800,650,800
2020,1,VT,United States,White,F,,800,800,750
2020,1,VT,United States,White,F,,800,730,800
2020,1,VT,United States,White,M,,770,770,740
2011,0,VT,United States,White,M,,740,740,740
2013,0,VT,United States,White,M,,700,730,780
2013,0,VT,United States,White,F,,800,630,770
2015,0,VT,United States,White,F,,720,630,800
2015,0,VT,United States,White,M,,740,780,800
2015,0,VT,United States,White,F,,800,770,730
2016,0,VT,United States,White,F,,760,760,690
2016,0,VT,United States,White,F,,780,710,730
2017,0,VT,United States,White,M,,710,720,720
2017,0,VT,United States,White,F,,750,720,750
2019,0,VT,United States,White,F,,780,740,730
2019,0,VT,United States,White,F,,800,650,730
2019,0,VT,United States,White,F,,640,650,650
2020,0,VT,United States,White,F,,760,750,800
2011,0,W1,United States,White,F,,670,610,800
2011,1,WA,United States,White,M,,800,800,700
2013,1,WA,United States,White,M,,800,600,730
2015,1,WA,United States,White,F,,720,680,800
2016,1,WA,United States,White,M,34,740,760,680
2017,1,WA,United States,White,M,35,750,730,780
2019,1,WA,United States,White,F,33,,,
2019,1,WA,United States,White,F,35,760,750,720
2011,0,WA,United States,White,F,,740,760,720
2014,0,WA,United States,White,F,,800,790,750
2016,0,WA,United States,White,F,,800,800,800
2017,0,WA,United States,White,F,,740,800,800
2017,0,WA,United States,White,F,,800,800,800
2019,0,WA,United States,White,F,,800,730,800
2020,0,WA,United States,White,F,,770,700,750
2020,0,WA,United States,White,F,35,,,
2011,1,WI,United States,White,M,,760,790,780
2013,1,WI,United States,White,F,35,700,690,720
2014,1,WI,United States,White,F,36,,,
2015,1,WI,United States,White,F,,780,800,760
2016,1,WI,United States,White,F,,710,760,800
2016,1,WI,United States,White,M,34,730,800,740
2017,1,WI,United States,White,F,32,720,610,730
2020,1,WI,United States,White,F,34,800,750,800
2015,0,WI,United States,White,M,36,780,770,740
2015,0,WI,United States,White,F,31,,,
2016,0,WI,United States,White,M,34,800,760,750
2013,0,WV,United States,White,M,28,780,800,740
2014,1,,Bermuda,White,M,,680,700,670
2016,1,,Kuwait,White,F,,610,620,630
2013,0,,Rwanda,White,F,,800,760,780
2014,0,,Switzerland,White,F,,800,760,730
2015,0,,United Kingdom,White,M,,750,660,720
2016,0,,United Kingdom,White,M,35,,,
2017,0,,Russian Federation,White,F,,800,750,800
